Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Arsenal,5,Nottm Forest,0,2022-10-30,https://www.goal.com/en/match/arsenal-vs-nottingham-forest/7mdp85a1knmhnbg9c80m23ehg,"[['Arsenal', 'Draw', 'Nottm Forest'], ['5636', '1679', '1135']]","{'Ball possession': ['69.1%', '30.9%'], 'Total shots': ['24', '5'], 'Corners': ['9', '4'], 'Fouls': ['9', '8']}"
Premier League,England,Man Utd,1,West Ham,0,2022-10-30,https://www.goal.com/en/match/manchester-united-vs-west-ham-united/7n68refvaktvzlcfb0jm1cg7o,"[['Man Utd', 'Draw', 'West Ham'], ['8894', '2000', '1399']]","{'Ball possession': ['53%', '47%'], 'Total shots': ['16', '13'], 'Corners': ['5', '10'], 'Fouls': ['12', '10']}"
La Liga,Spain,Osasuna,2,Valladolid,0,2022-10-30,https://www.goal.com/en/match/osasuna-vs-real-valladolid/9gn59tpl1cfyziw27rx1wpk44,"[['Osasuna', 'Draw', 'Valladolid'], ['882', '969', '409']]","{'Ball possession': ['48%', '52%'], 'Total shots': ['20', '7'], 'Corners': ['1', '8'], 'Fouls': ['14', '16']}"
La Liga,Spain,Real Madrid,1,Girona,1,2022-10-30,https://www.goal.com/en/match/real-madrid-vs-girona/9hg0wovpm8093lfh3tz94bbbo,"[['Real Madrid', 'Draw', 'Girona'], ['4103', '1122', '490']]","{'Ball possession': ['58%', '42%'], 'Total shots': ['19', '8'], 'Corners': ['7', '1'], 'Fouls': ['16', '8']}"
La Liga,Spain,Athletic Club,1,Villarreal,0,2022-10-30,https://www.goal.com/en/match/athletic-club-vs-villarreal/9gf7mf8sg3egjcybvgar2zy8k,"[['Athletic Club', 'Draw', 'Villarreal'], ['980', '1227', '796']]","{'Ball possession': ['42.8%', '57.2%'], 'Total shots': ['19', '6'], 'Corners': ['6', '2'], 'Fouls': ['12', '10']}"
La Liga,Spain,Real Sociedad,0,Betis,2,2022-10-30,https://www.goal.com/en/match/real-sociedad-vs-real-betis/9h2rmulv5ltn5a4r0ulgfr2tw,"[['Real Sociedad', 'Draw', 'Betis'], ['1482', '1381', '830']]","{'Ball possession': ['58.2%', '41.8%'], 'Total shots': ['14', '10'], 'Corners': ['5', '3'], 'Fouls': ['22', '16']}"
Serie A,Italy,Empoli,0,Atalanta,2,2022-10-30,https://www.goal.com/en/match/empoli-vs-atalanta/4vv4nwobfo3dduwtj1dta5edw,"[['Empoli', 'Draw', 'Atalanta'], ['367', '1051', '1506']]","{'Ball possession': ['51.9%', '48.1%'], 'Total shots': ['13', '20'], 'Corners': ['7', '2'], 'Fouls': ['10', '13']}"
Serie A,Italy,Cremonese,0,Udinese,0,2022-10-30,https://www.goal.com/en/match/cremonese-vs-udinese/4vdr8uo5ot7vh0v4txwcilslw,"[['Cremonese', 'Draw', 'Udinese'], ['296', '849', '1041']]","{'Ball possession': ['40.7%', '59.3%'], 'Total shots': ['13', '13'], 'Corners': ['7', '4'], 'Fouls': ['8', '9']}"
Serie A,Italy,Spezia,1,Fiorentina,2,2022-10-30,https://www.goal.com/en/match/spezia-vs-fiorentina/4w3fnk19gmuv343th2a2p54b8,"[['Spezia', 'Draw', 'Fiorentina'], ['298', '809', '895']]","{'Ball possession': ['49.4%', '50.6%'], 'Total shots': ['10', '27'], 'Corners': ['5', '5'], 'Fouls': ['19', '14']}"
Serie A,Italy,Lazio,1,Salernitana,3,2022-10-30,https://www.goal.com/en/match/lazio-vs-salernitana/4vocse4im4tizmjyvefdtm5g4,"[['Lazio', 'Draw', 'Salernitana'], ['1820', '1002', '283']]","{'Ball possession': ['61%', '39%'], 'Total shots': ['13', '10'], 'Corners': ['4', '5'], 'Fouls': ['10', '7']}"
Serie A,Italy,Torino,2,Milan,1,2022-10-30,https://www.goal.com/en/match/torino-vs-milan/4wa8cn31zklzr1rgs7o7jwfmc,"[['Torino', 'Draw', 'Milan'], ['520', '1454', '3119']]","{'Ball possession': ['43.3%', '56.7%'], 'Total shots': ['7', '12'], 'Corners': ['6', '1'], 'Fouls': ['11', '16']}"
Bundesliga,Germany,Union Berlin,2,M'gladbach,1,2022-10-30,https://www.goal.com/en/match/union-berlin-vs-borussia-m-gladbach/diut0oewgorx4tiuguhicfmz8,"[['Union Berlin', 'Draw', ""M'gladbach""], ['1998', '1375', '644']]","{'Ball possession': ['55.2%', '44.8%'], 'Total shots': ['13', '7'], 'Corners': ['6', '5'], 'Fouls': ['17', '6']}"
Bundesliga,Germany,Schalke 04,0,Freiburg,2,2022-10-30,https://www.goal.com/en/match/schalke-04-vs-freiburg/djekwknek2yxyppruu38vlq1g,"[['Schalke 04', 'Draw', 'Freiburg'], ['592', '1121', '1609']]","{'Ball possession': ['44.4%', '55.6%'], 'Total shots': ['12', '18'], 'Corners': ['4', '8'], 'Fouls': ['20', '7']}"
Bundesliga,Germany,Köln,1,Hoffenheim,1,2022-10-30,https://www.goal.com/en/match/koeln-vs-hoffenheim/diysefsndh85yzyo81e30yqdw,"[['Köln', 'Draw', 'Hoffenheim'], ['708', '1161', '1031']]","{'Ball possession': ['35.4%', '64.6%'], 'Total shots': ['11', '5'], 'Corners': ['5', '4'], 'Fouls': ['11', '10']}"
Ligue 1,France,Auxerre,1,Ajaccio,0,2022-10-30,https://www.goal.com/en/match/auxerre-vs-ajaccio/sbm5f396hrj6lfevw8pq8aok,"[['Auxerre', 'Draw', 'Ajaccio'], ['541', '844', '353']]","{'Ball possession': ['41.4%', '58.6%'], 'Total shots': ['18', '5'], 'Corners': ['5', '5'], 'Fouls': ['13', '12']}"
Ligue 1,France,Brest,0,Reims,0,2022-10-30,https://www.goal.com/en/match/brest-vs-reims/t5z358ef5q9k91pzy2b1db10,"[['Brest', 'Draw', 'Reims'], ['461', '800', '443']]","{'Ball possession': ['51%', '49%'], 'Total shots': ['12', '11'], 'Corners': ['5', '5'], 'Fouls': ['15', '13']}"
Ligue 1,France,Monaco,2,Angers,0,2022-10-30,https://www.goal.com/en/match/monaco-vs-angers-sco/sfh6ql5ujfkge0acko6girys,"[['Monaco', 'Draw', 'Angers'], ['1249', '779', '214']]","{'Ball possession': ['52.2%', '47.8%'], 'Total shots': ['8', '7'], 'Corners': ['7', '0'], 'Fouls': ['18', '15']}"
Ligue 1,France,Nantes,1,Clermont,1,2022-10-30,https://www.goal.com/en/match/nantes-vs-clermont/smucl5ndpq93svme9upq4lxw,"[['Nantes', 'Draw', 'Clermont'], ['580', '660', '236']]","{'Ball possession': ['55%', '45%'], 'Total shots': ['13', '10'], 'Corners': ['2', '2'], 'Fouls': ['15', '9']}"
Ligue 1,France,Rennes,3,Montpellier,0,2022-10-30,https://www.goal.com/en/match/rennes-vs-montpellier/t9ulos5ofs4djl8hjgze855g,"[['Rennes', 'Draw', 'Montpellier'], ['950', '671', '206']]","{'Ball possession': ['55.7%', '44.3%'], 'Total shots': ['14', '8'], 'Corners': ['3', '4'], 'Fouls': ['15', '12']}"
