Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Man Utd,2,Man City,1,2023-01-14,https://www.goal.com/en/match/manchester-united-vs-manchester-city/7th7chthnkbvopnrrmgxvvspg,"[['Man Utd', 'Draw', 'Man City'], ['8491', '3004', '5920']]","{'Ball possession': ['29.4%', '70.6%'], 'Total shots': ['8', '5'], 'Corners': ['1', '2'], 'Fouls': ['15', '5']}"
Premier League,England,Brighton,3,Liverpool,0,2023-01-14,https://www.goal.com/en/match/brighton-and-hove-albion-vs-liverpool/7t5r2nwlkdj3c1vrc5ph22jo4,"[['Brighton', 'Draw', 'Liverpool'], ['1815', '1841', '3880']]","{'Ball possession': ['60.8%', '39.2%'], 'Total shots': ['16', '6'], 'Corners': ['7', '1'], 'Fouls': ['9', '15']}"
Premier League,England,Everton,1,Southampton,2,2023-01-14,https://www.goal.com/en/match/everton-vs-southampton/7tddgbbgt68qmsy1cnezqbris,"[['Everton', 'Draw', 'Southampton'], ['1240', '1206', '750']]","{'Ball possession': ['52.2%', '47.8%'], 'Total shots': ['12', '13'], 'Corners': ['6', '4'], 'Fouls': ['7', '18']}"
Premier League,England,Nottm Forest,2,Leicester,0,2023-01-14,https://www.goal.com/en/match/nottingham-forest-vs-leicester-city/7tp0zhr5q9bse4zd0low06cr8,"[['Nottm Forest', 'Draw', 'Leicester'], ['969', '1490', '1411']]","{'Ball possession': ['38.8%', '61.2%'], 'Total shots': ['15', '6'], 'Corners': ['3', '5'], 'Fouls': ['11', '12']}"
Premier League,England,Wolves,1,West Ham,0,2023-01-14,https://www.goal.com/en/match/wolverhampton-wanderers-vs-west-ham-united/7twn8vjhqzv3632ebsktl591w,"[['Wolves', 'Draw', 'West Ham'], ['971', '1364', '1073']]","{'Ball possession': ['58.5%', '41.5%'], 'Total shots': ['17', '16'], 'Corners': ['4', '3'], 'Fouls': ['10', '7']}"
Premier League,England,Brentford,2,Bournemouth,0,2023-01-14,https://www.goal.com/en/match/brentford-vs-afc-bournemouth/7t1zt4ww49pr18xpgd6r7wxsk,"[['Brentford', 'Draw', 'Bournemouth'], ['1769', '1055', '445']]","{'Ball possession': ['49.9%', '50.1%'], 'Total shots': ['12', '7'], 'Corners': ['5', '3'], 'Fouls': ['5', '9']}"
La Liga,Spain,Valladolid,0,Vallecano,1,2023-01-14,https://www.goal.com/en/match/real-valladolid-vs-rayo-vallecano/9mzn9l9p2rlvwwls5neoapyqc,"[['Valladolid', 'Draw', 'Vallecano'], ['447', '704', '477']]","{'Ball possession': ['44.9%', '55.1%'], 'Total shots': ['9', '13'], 'Corners': ['4', '8'], 'Fouls': ['17', '18']}"
La Liga,Spain,Girona,2,Sevilla,1,2023-01-14,https://www.goal.com/en/match/girona-vs-sevilla/9mesqvcmjewkswm323nq79638,"[['Girona', 'Draw', 'Sevilla'], ['435', '1049', '1350']]","{'Ball possession': ['45.9%', '54.1%'], 'Total shots': ['19', '10'], 'Corners': ['5', '2'], 'Fouls': ['11', '7']}"
La Liga,Spain,Osasuna,1,Mallorca,0,2023-01-14,https://www.goal.com/en/match/osasuna-vs-mallorca/9mqa6vdy3i7lee9cql427antg,"[['Osasuna', 'Draw', 'Mallorca'], ['599', '714', '346']]","{'Ball possession': ['62.3%', '37.7%'], 'Total shots': ['15', '6'], 'Corners': ['3', '1'], 'Fouls': ['15', '19']}"
La Liga,Spain,Real Sociedad,3,Athletic Club,1,2023-01-14,https://www.goal.com/en/match/real-sociedad-vs-athletic-club/9mijqxlauhoxtss636bq09qfo,"[['Real Sociedad', 'Draw', 'Athletic Club'], ['1293', '1134', '567']]","{'Ball possession': ['57.5%', '42.5%'], 'Total shots': ['11', '6'], 'Corners': ['4', '2'], 'Fouls': ['20', '15']}"
Serie A,Italy,Cremonese,2,Monza,3,2023-01-14,https://www.goal.com/en/match/cremonese-vs-monza/51hqk8nk32hnnp6iz4859zoyc,"[['Cremonese', 'Draw', 'Monza'], ['317', '644', '500']]","{'Ball possession': ['49.8%', '50.2%'], 'Total shots': ['11', '8'], 'Corners': ['4', '2'], 'Fouls': ['12', '12']}"
Serie A,Italy,Lecce,2,Milan,2,2023-01-14,https://www.goal.com/en/match/lecce-vs-milan/51ted0j9qbva2pvp25s9q6jh0,"[['Lecce', 'Draw', 'Milan'], ['321', '926', '1803']]","{'Ball possession': ['35.9%', '64.1%'], 'Total shots': ['17', '12'], 'Corners': ['8', '4'], 'Fouls': ['11', '12']}"
Serie A,Italy,Inter,1,Verona,0,2023-01-14,https://www.goal.com/en/match/internazionale-vs-hellas-verona/51ppivgly30q7ecwzo2lsj310,"[['Inter', 'Draw', 'Verona'], ['1871', '890', '306']]","{'Ball possession': ['56.7%', '43.3%'], 'Total shots': ['11', '6'], 'Corners': ['3', '4'], 'Fouls': ['11', '13']}"
Ligue 1,France,Lens,1,Auxerre,0,2023-01-14,https://www.goal.com/en/match/lens-vs-auxerre/10fjq14b02p4fa9rbw9o8ksno,"[['Lens', 'Draw', 'Auxerre'], ['1129', '704', '238']]","{'Ball possession': ['68.4%', '31.6%'], 'Total shots': ['10', '6'], 'Corners': ['9', '2'], 'Fouls': ['21', '16']}"
Ligue 1,France,Marseille,3,Lorient,1,2023-01-14,https://www.goal.com/en/match/olympique-marseille-vs-lorient/10bxwrur7xz8kdnkyr877c4r8,"[['Marseille', 'Draw', 'Lorient'], ['1236', '819', '266']]","{'Ball possession': ['68.8%', '31.2%'], 'Total shots': ['15', '11'], 'Corners': ['6', '3'], 'Fouls': ['14', '12']}"
Ligue 1,France,Lyon,1,Strasbourg,2,2023-01-14,https://www.goal.com/en/match/olympique-lyonnais-vs-strasbourg/107stg6ks0w40jrxjevjsc0lw,"[['Lyon', 'Draw', 'Strasbourg'], ['1241', '817', '278']]","{'Ball possession': ['72.3%', '27.7%'], 'Total shots': ['28', '8'], 'Corners': ['14', '2'], 'Fouls': ['10', '16']}"
Championship,England,Rotherham,4,Blackburn,0,2023-01-14,https://www.goal.com/en/match/rotherham-united-vs-blackburn-rovers/67i9j380xm2p9937y2nkyndhw,"[['Rotherham', 'Draw', 'Blackburn'], ['163', '437', '589']]","{'Ball possession': ['22.8%', '77.2%'], 'Total shots': ['8', '9'], 'Corners': ['4', '2'], 'Fouls': ['7', '1']}"
Championship,England,Bristol City,4,Birmingham,2,2023-01-14,https://www.goal.com/en/match/bristol-city-vs-birmingham-city/66pxudt01s6019x90293gm39w,"[['Bristol City', 'Draw', 'Birmingham'], ['207', '352', '185']]","{'Ball possession': ['53.6%', '46.4%'], 'Total shots': ['10', '14'], 'Corners': ['5', '2'], 'Fouls': ['14', '6']}"
Championship,England,Burnley,1,Coventry,0,2023-01-14,https://www.goal.com/en/match/burnley-vs-coventry-city/66tdgxxhlywtef8p3nuebmuc4,"[['Burnley', 'Draw', 'Coventry'], ['1165', '621', '195']]","{'Ball possession': ['64.8%', '35.2%'], 'Total shots': ['10', '8'], 'Corners': ['3', '5'], 'Fouls': ['4', '8']}"
Championship,England,Cardiff,1,Wigan,1,2023-01-14,https://www.goal.com/en/match/cardiff-city-vs-wigan-athletic/66wuis4k6f0b8qsfkw2tmr0no,"[['Cardiff', 'Draw', 'Wigan'], ['300', '384', '149']]","{'Ball possession': ['59.7%', '40.3%'], 'Total shots': ['11', '16'], 'Corners': ['3', '3'], 'Fouls': ['7', '11']}"
Championship,England,Hull,1,Huddersfield,1,2023-01-14,https://www.goal.com/en/match/hull-city-vs-huddersfield-town/670f1i88u7ea1zwxeckdxlous,"[['Hull', 'Draw', 'Huddersfield'], ['280', '302', '146']]","{'Ball possession': ['68.1%', '31.9%'], 'Total shots': ['14', '8'], 'Corners': ['4', '4'], 'Fouls': ['4', '5']}"
Championship,England,Luton,2,West Bromwich,3,2023-01-14,https://www.goal.com/en/match/luton-town-vs-west-bromwich-albion/67424vpyve8gqq7cyplw5euc4,"[['Luton', 'Draw', 'West Bromwich'], ['331', '550', '380']]","{'Ball possession': ['44.4%', '55.6%'], 'Total shots': ['10', '17'], 'Corners': ['2', '9'], 'Fouls': ['15', '9']}"
Championship,England,Middlesbrough,1,Millwall,0,2023-01-14,https://www.goal.com/en/match/middlesbrough-vs-millwall/677jkrlppvhusy53l7ypduhp0,"[['Middlesbrough', 'Draw', 'Millwall'], ['413', '387', '153']]","{'Ball possession': ['65.8%', '34.2%'], 'Total shots': ['7', '8'], 'Corners': ['6', '3'], 'Fouls': ['8', '13']}"
