Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Newcastle,0,Leicester,0,2023-05-22,https://www.goal.com/en/match/newcastle-united-vs-leicester-city/8bubffc54qa5l85e3lfefscno,"[['Newcastle', 'Draw', 'Leicester'], ['2110', '1164', '907']]","{'Ball possession': ['77.6%', '22.4%'], 'Total shots': ['23', '1'], 'Corners': ['12', '1'], 'Fouls': ['9', '5']}"
Serie A,Italy,Roma,2,Salernitana,2,2023-05-22,https://www.goal.com/en/match/roma-vs-salernitana/5k1trzr1ixs2qqi62d72s3310,"[['Roma', 'Draw', 'Salernitana'], ['1416', '882', '330']]","{'Ball possession': ['58.8%', '41.2%'], 'Total shots': ['22', '8'], 'Corners': ['6', '4'], 'Fouls': ['9', '14']}"
Serie A,Italy,Empoli,4,Juventus,1,2023-05-22,https://www.goal.com/en/match/empoli-vs-juventus/5jqwvwj6nh7zv6xz6w29hv66s,"[['Empoli', 'Draw', 'Juventus'], ['405', '910', '1507']]","{'Ball possession': ['39.1%', '60.9%'], 'Total shots': ['14', '19'], 'Corners': ['3', '7'], 'Fouls': ['20', '19']}"
Süper Lig,Turkey,Trabzonspor,4,Fatih,1,2023-05-22,https://www.goal.com/en/match/trabzonspor-vs-fatih-karaguemruek/1c8d42zk45nfqiv8855f7sdg4,"[['Trabzonspor', 'Draw', 'Fatih'], ['536', '551', '244']]","{'Ball possession': ['49.4%', '50.6%'], 'Total shots': ['14', '8'], 'Corners': ['2', '1'], 'Fouls': ['13', '7']}"
Liga MX,Mexico,América,1,Chivas,3,2023-05-22,https://www.goal.com/en/match/america-vs-guadalajara/7z181y676tkuj3d3c5x8gpo2c,"[['América', 'Draw', 'Chivas'], ['307', '130', '137']]","{'Ball possession': ['57.7%', '42.3%'], 'Total shots': ['10', '11'], 'Corners': ['4', '2'], 'Fouls': ['7', '12']}"
Serie A,Brazil,Grêmio,3,Internacional,1,2023-05-22,https://www.goal.com/en/match/gremio-vs-internacional/brs9eurhb2ru3i0zdwlz1vh90,"[['Grêmio', 'Draw', 'Internacional'], ['199', '157', '81']]","{'Ball possession': ['29.1%', '70.9%'], 'Total shots': ['14', '24'], 'Corners': ['3', '7'], 'Fouls': ['14', '15']}"
Liga Profesional Argentina,Argentina,Colón,1,Barracas C,1,2023-05-22,https://www.goal.com/en/match/colon-vs-barracas-central/28zoapithuz0fqt3fiorb4zys,"[['Colón', 'Draw', 'Barracas C'], ['141', '106', '44']]","{'Ball possession': ['55.7%', '44.3%'], 'Total shots': ['9', '9'], 'Corners': ['9', '4'], 'Fouls': ['13', '2']}"
Liga Profesional Argentina,Argentina,Sarmiento,0,Huracán,0,2023-05-22,https://www.goal.com/en/match/sarmiento-vs-huracan/27u0t5by5av46sade4aoan5lg,"[['Sarmiento', 'Draw', 'Huracán'], ['120', '101', '78']]","{'Ball possession': ['27.3%', '72.7%'], 'Total shots': ['13', '20'], 'Corners': ['5', '2'], 'Fouls': ['11', '16']}"
Liga Profesional Argentina,Argentina,River Plate,2,Platense,1,2023-05-22,https://www.goal.com/en/match/river-plate-vs-platense/28ie3jqqu7lpm0s46qszujztg,"[['River Plate', 'Draw', 'Platense'], ['609', '147', '130']]","{'Ball possession': ['68.3%', '31.7%'], 'Total shots': ['20', '14'], 'Corners': ['7', '5'], 'Fouls': ['14', '14']}"
Superliga,Denmark,Nordsjælland,3,Randers,1,2023-05-22,https://www.goal.com/en/match/nordsjaelland-vs-randers/5s05kweqvabpu6eec21azw0lw,"[['Nordsjælland', 'Draw', 'Randers'], ['397', '407', '138']]","{'Ball possession': ['72.6%', '27.4%'], 'Total shots': ['20', '5'], 'Corners': ['3', '2'], 'Fouls': ['11', '14']}"
