Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Aston Villa,3,Bournemouth,0,2023-03-18,https://www.goal.com/en/match/aston-villa-vs-afc-bournemouth/81t0w979mvz5kg9urx0nx8h78,"[['Aston Villa', 'Draw', 'Bournemouth'], ['1462', '1040', '484']]","{'Ball possession': ['55.8%', '44.2%'], 'Total shots': ['20', '10'], 'Corners': ['9', '6'], 'Fouls': ['8', '13']}"
Premier League,England,Brentford,1,Leicester,1,2023-03-18,https://www.goal.com/en/match/brentford-vs-leicester-city/81wwat5ifa6z6d886gnsbdbf8,"[['Brentford', 'Draw', 'Leicester'], ['1276', '1005', '698']]","{'Ball possession': ['52.9%', '47.1%'], 'Total shots': ['11', '14'], 'Corners': ['8', '4'], 'Fouls': ['10', '11']}"
Premier League,England,Southampton,3,Tottenham,3,2023-03-18,https://www.goal.com/en/match/southampton-vs-tottenham-hotspur/82jlwg7galvu7ixvjuy498bo4,"[['Southampton', 'Draw', 'Tottenham'], ['450', '987', '2042']]","{'Ball possession': ['50.4%', '49.6%'], 'Total shots': ['19', '17'], 'Corners': ['10', '3'], 'Fouls': ['13', '8']}"
Premier League,England,Wolves,2,Leeds,4,2023-03-18,https://www.goal.com/en/match/wolverhampton-wanderers-vs-leeds-united/82n97i84xi8nfpe56k9ofr95g,"[['Wolves', 'Draw', 'Leeds'], ['1015', '865', '449']]","{'Ball possession': ['65.9%', '34.1%'], 'Total shots': ['23', '11'], 'Corners': ['5', '4'], 'Fouls': ['15', '9']}"
Premier League,England,Chelsea,2,Everton,2,2023-03-18,https://www.goal.com/en/match/chelsea-vs-everton/824ildm3s9c1fjd1wojxr92xg,"[['Chelsea', 'Draw', 'Everton'], ['3579', '1091', '518']]","{'Ball possession': ['68.9%', '31.1%'], 'Total shots': ['20', '12'], 'Corners': ['8', '2'], 'Fouls': ['8', '12']}"
La Liga,Spain,Almería,1,Cádiz,1,2023-03-18,https://www.goal.com/en/match/almeria-vs-cadiz/9w9upp11uagtctvqxoinl6m1g,"[['Almería', 'Draw', 'Cádiz'], ['495', '599', '280']]","{'Ball possession': ['67.3%', '32.7%'], 'Total shots': ['17', '10'], 'Corners': ['5', '2'], 'Fouls': ['12', '12']}"
La Liga,Spain,Vallecano,2,Girona,2,2023-03-18,https://www.goal.com/en/match/rayo-vallecano-vs-girona/9wpmqab5zr9hv8hysgq6qb66s,"[['Vallecano', 'Draw', 'Girona'], ['444', '515', '215']]","{'Ball possession': ['47.4%', '52.6%'], 'Total shots': ['15', '12'], 'Corners': ['3', '5'], 'Fouls': ['15', '16']}"
La Liga,Spain,Espanyol,1,Celta Vigo,3,2023-03-18,https://www.goal.com/en/match/espanyol-vs-celta-de-vigo/9whn0e7tu7fku0pvc3t1qtt04,"[['Espanyol', 'Draw', 'Celta Vigo'], ['537', '765', '469']]","{'Ball possession': ['55.9%', '44.1%'], 'Total shots': ['11', '8'], 'Corners': ['4', '1'], 'Fouls': ['11', '12']}"
La Liga,Spain,Atlético,3,Valencia,0,2023-03-18,https://www.goal.com/en/match/atletico-madrid-vs-valencia/9vplz3nx6327pm89ta7rqlc0k,"[['Atlético', 'Draw', 'Valencia'], ['1612', '806', '277']]","{'Ball possession': ['55.7%', '44.3%'], 'Total shots': ['14', '9'], 'Corners': ['4', '2'], 'Fouls': ['12', '9']}"
Serie A,Italy,Monza,1,Cremonese,1,2023-03-18,https://www.goal.com/en/match/monza-vs-cremonese/5b5boj9z5ghn7xkqbk4v4tpg4,"[['Monza', 'Draw', 'Cremonese'], ['652', '607', '208']]","{'Ball possession': ['65.3%', '34.7%'], 'Total shots': ['15', '8'], 'Corners': ['8', '4'], 'Fouls': ['12', '12']}"
