Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
La Liga,Spain,Girona,6,Almería,2,2023-02-17,https://www.goal.com/en/match/girona-vs-almeria/9sdvy2czvcj9m8hw4rar7572s
Serie A,Italy,Sassuolo,0,Napoli,2,2023-02-17,https://www.goal.com/en/match/sassuolo-vs-napoli/575xfhwhblu8qack9ru2l6jo4
Bundesliga,Germany,Augsburg,1,Hoffenheim,0,2023-02-17,https://www.goal.com/en/match/augsburg-vs-hoffenheim/dsni5ti0epsbuyv7g2allcmj8
Ligue 1,France,Auxerre,2,Lyon,1,2023-02-17,https://www.goal.com/en/match/auxerre-vs-olympique-lyonnais/15940woddkhpvtrhcuk8x8mqc
Championship,England,Cardiff,1,Reading,0,2023-02-17,https://www.goal.com/en/match/cardiff-city-vs-reading/6e6d2ung860s2agevvelb6plg
CONMEBOL Libertadores,South America,Zamora,0,Boston River,1,2023-02-17,https://www.goal.com/en/match/zamora-vs-boston-river/28qs7jrhl0ytj445bacnm9rmc
Eredivisie,Netherlands,Waalwijk,3,Fortuna,1,2023-02-17,https://www.goal.com/en/match/rkc-waalwijk-vs-fortuna-sittard/3ni3n6ouu9r0ep37zhmdvmxhw
A-League Men,Australia,Western United,0,Wellington,3,2023-02-17,https://www.goal.com/en/match/western-united-vs-wellington-phoenix/2lcbkiv91pe8kgeqwm2ck2n84
Liga MX,Mexico,Mazatlán,2,Pachuca,3,2023-02-17,https://www.goal.com/en/match/mazatlan-vs-pachuca/1ithh4lb86eeap71t10b80mj8
First Division A,Belgium,Mechelen,2,Genk,2,2023-02-17,https://www.goal.com/en/match/mechelen-vs-genk/ds75fvbfqvjtuvb8ojm811990
Primeira Liga,Portugal,Gil Vicente,1,Vizela,1,2023-02-17,https://www.goal.com/en/match/gil-vicente-vs-vizela/bu1r3zypjjl50mzdcrcvi75lg
J1 League,Japan,Kawasaki,1,F Marinos,2,2023-02-17,https://www.goal.com/en/match/kawasaki-frontale-vs-yokohama-f-marinos/2g7rx383orrdcnlshwzp1utjo
Superliga,Denmark,AaB,0,AGF,1,2023-02-17,https://www.goal.com/en/match/aab-vs-agf/5frfxqnwi1azqp7kxx9g5yiac
Primera División,Chile,Curicó Unido,1,Copiapó,2,2023-02-17,https://www.goal.com/en/match/curico-unido-vs-copiapo/bk01cn72pq260392dxi86yexg
2. Bundesliga,Germany,Braunschweig,2,Holstein,3,2023-02-17,https://www.goal.com/en/match/eintracht-braunschweig-vs-holstein-kiel/4derfj9sl94thv2k38bcgiqdw
2. Bundesliga,Germany,Paderborn,1,Kaiserslautern,0,2023-02-17,https://www.goal.com/en/match/paderborn-vs-kaiserslautern/4cvbozzkqd6s2gwbfvffjsu1g
Ekstraklasa,Poland,Cracovia,2,Stal Mielec,1,2023-02-17,https://www.goal.com/en/match/cracovia-vs-stal-mielec/dn3d6vhd66eqt6qdan5l6aihg
Ekstraklasa,Poland,Widzew,1,Śląsk,0,2023-02-17,https://www.goal.com/en/match/widzew-lodz-vs-slask-wroclaw/do1si4wyu06uaco5k2e5u62vo
Serie B,Italy,Pisa,1,Venezia,1,2023-02-17,https://www.goal.com/en/match/pisa-vs-venezia/1ukso3v3a7p5c6vew9mo9v6c
Championship,Scotland,Morton,1,Dundee,0,2023-02-17,https://www.goal.com/en/match/greenock-morton-vs-dundee/b37l5spp8lck32d3c09zsmq6s
Championship,Scotland,Queen's Park,1,Raith Rovers,1,2023-02-17,https://www.goal.com/en/match/queen-s-park-vs-raith-rovers/b3bolb9wr3c0mqlf4yeov0qok
CAF Champions League,Africa,Merreikh,0,Zamalek,0,2023-02-17,https://www.goal.com/en/match/al-merreikh-vs-zamalek/1q39uop1jxuq8df701t3u2p78
CAF Champions League,Africa,Cotonsport,1,Mamelodi,3,2023-02-17,https://www.goal.com/en/match/cotonsport-vs-mamelodi-sundowns/doe82kniv8cr4rhgozad6h9uc
CAF Champions League,Africa,Kabylie,1,Wydad AC,0,2023-02-17,https://www.goal.com/en/match/kabylie-vs-wydad-casablanca/64j9q93i4w82609r9ty66ulg4
Ligue 1,Algeria,ASO Chlef,4,HBCL,0,2023-02-17,https://www.goal.com/en/match/aso-chlef-vs-hb-chelghoum-laid/dgfatkshs77suw4jlo7x2kzdg
Queensland NPL Women,Australia,Souths Utd NPL,0,Eastern Sub,0,2023-02-17,https://www.goal.com/en/match/souths-united-vs-eastern-suburbs/2pi3y10hupfv28jlti7797ztg
Victoria NPL,Australia,Bentleigh,1,North Geelong,3,2023-02-17,https://www.goal.com/en/match/bentleigh-greens-vs-north-geelong-warriors/naglvoff21c5z7fum37a8v84
Victoria NPL,Australia,Heidelberg,0,Dandenong,1,2023-02-17,https://www.goal.com/en/match/heidelberg-united-vs-dandenong-thunder/nibr7kjr0xyt0ziybfxoqhas
Victoria NPL,Australia,Oakleigh,3,Green Gully,1,2023-02-17,https://www.goal.com/en/match/oakleigh-cannons-vs-green-gully/neaqivce18o1ze9q6089pyxg
New South Wales NPL,Australia,Wolves,0,Stallions,4,2023-02-17,https://www.goal.com/en/match/wollongong-wolves-vs-marconi-stallions/9owg3rwzxff1c5e1neywzdjbo
Premier League,Bangladesh,Abahani Dhaka,1,Kings,2,2023-02-17,https://www.goal.com/en/match/abahani-dhaka-vs-bashundhara-kings/1uwgdixwjh3joleotxewm4nis
Premier League,Bangladesh,Jamal,3,Uttara,3,2023-02-17,https://www.goal.com/en/match/sheikh-jamal-vs-afc-uttara/1uzvvvko57p3p75duku16eq6s
Paulista A1,Brazil,Mirassol,1,Ituano,0,2023-02-17,https://www.goal.com/en/match/mirassol-vs-ituano/chvw3t4smdv45qzsplbx1l5w4
Paulista A1,Brazil,Santo André,1,Santos,1,2023-02-17,https://www.goal.com/en/match/santo-andre-vs-santos/chkurw72rc73ab3azql8bz02c
Paulista A1,Brazil,Corinthians,2,Palmeiras,2,2023-02-17,https://www.goal.com/en/match/corinthians-vs-palmeiras/chhk4wb63imku155hj5my1qfo
Carioca Série A,Brazil,Vasco,2,Botafogo,0,2023-02-17,https://www.goal.com/en/match/vasco-da-gama-vs-botafogo/7ay76zh7lmnjorp06iio14f10
Gaúcho 1,Brazil,Novo Hamburgo,1,Caxias,1,2023-02-17,https://www.goal.com/en/match/novo-hamburgo-vs-caxias/bbgklafg2xzq8rjbufeq2a5uc
Gaúcho 1,Brazil,Internacional,2,São José RS,0,2023-02-17,https://www.goal.com/en/match/internacional-vs-sao-jose-rs/bbcki14rb3c5l0y4sgqrv0hzo
Gaúcho 1,Brazil,Juventude,2,Aimoré,1,2023-02-17,https://www.goal.com/en/match/juventude-vs-aimore/bbklg8l5lhyw5q6065w94h72s
Paranaense 1,Brazil,Cianorte,0,Maringá,3,2023-02-17,https://www.goal.com/en/match/cianorte-vs-maringa/7rahsfccs3ilqex7tn32vs6c4
Paranaense 1,Brazil,Paranaense,1,Cascavel,0,2023-02-17,https://www.goal.com/en/match/athletico-paranaense-vs-cascavel/7r7kzebodypfjbkok7db6adqs
Catarinense 1,Brazil,Atlético SC,0,Avaí,2,2023-02-17,https://www.goal.com/en/match/atletico-catarinense-vs-avai/7btf9cfskl2sg719yz5vji4gk
Cearense 1,Brazil,Pacajus,1,Barbalha,2,2023-02-17,https://www.goal.com/en/match/pacajus-vs-barbalha/95lyh6t2mwl42xdqqo2glwkr8
Sergipano 1,Brazil,Itabaiana,1,Lagarto,0,2023-02-17,https://www.goal.com/en/match/itabaiana-vs-lagarto/eozyhrb11wi64cak9xr6xk00k
Paraibano 1,Brazil,Queimadense,1,CSP,2,2023-02-17,https://www.goal.com/en/match/queimadense-vs-csp/csc2zskliyj3sydmi8ya1oqok
