Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
La Liga,Spain,Sevilla,1,Real Madrid,2,2023-05-27,https://www.goal.com/en/match/sevilla-vs-real-madrid/a8m6trerdowadgz4o2otyxg5w
Serie A,Italy,Salernitana,3,Udinese,2,2023-05-27,https://www.goal.com/en/match/salernitana-vs-udinese/5l0ox52qfleaief3c58a2hd04
Serie A,Italy,Spezia,0,Torino,4,2023-05-27,https://www.goal.com/en/match/spezia-vs-torino/5l7wy3dh1bsqlfp2wtq4hvt3o
Serie A,Italy,Fiorentina,2,Roma,1,2023-05-27,https://www.goal.com/en/match/fiorentina-vs-roma/5ktneea4wg1fp1losuh079kb8
Serie A,Italy,Inter,3,Atalanta,2,2023-05-27,https://www.goal.com/en/match/internazionale-vs-atalanta/5lbdgrbjqb47o9jh1dl4ahd04
Bundesliga,Germany,Bochum,3,Leverkusen,0,2023-05-27,https://www.goal.com/en/match/bochum-vs-bayer-leverkusen/e6jueydlmi3tmod33qwo5kq38
Bundesliga,Germany,Dortmund,2,Mainz 05,2,2023-05-27,https://www.goal.com/en/match/borussia-dortmund-vs-mainz-05/e5px2pcs8qaed23uzzlp5j190
Bundesliga,Germany,Frankfurt,2,Freiburg,1,2023-05-27,https://www.goal.com/en/match/eintracht-frankfurt-vs-freiburg/e6bulgzeagud216xfaktx0yz8
Bundesliga,Germany,Köln,1,Bayern München,2,2023-05-27,https://www.goal.com/en/match/koeln-vs-bayern-muenchen/e63oojl5w6nz1dbigsi2u7q50
Bundesliga,Germany,Leipzig,4,Schalke 04,2,2023-05-27,https://www.goal.com/en/match/rb-leipzig-vs-schalke-04/e5utdtr90ov3kc39jsb7et7o4
Bundesliga,Germany,M'gladbach,2,Augsburg,0,2023-05-27,https://www.goal.com/en/match/borussia-m-gladbach-vs-augsburg/e67sva5kjgc0yswuqjbep7xg4
Bundesliga,Germany,Stuttgart,1,Hoffenheim,1,2023-05-27,https://www.goal.com/en/match/stuttgart-vs-hoffenheim/e6po7lgvknonuh9xpgl5v6ot0
Bundesliga,Germany,Union Berlin,1,Bremen,0,2023-05-27,https://www.goal.com/en/match/union-berlin-vs-werder-bremen/e5zjddmmmls2z6owlk45x0sno
Bundesliga,Germany,Wolfsburg,1,Hertha BSC,2,2023-05-27,https://www.goal.com/en/match/wolfsburg-vs-hertha-bsc/e6fxke3z1md4wkq7dumgymuj8
Ligue 1,France,Angers,2,Troyes,1,2023-05-27,https://www.goal.com/en/match/angers-sco-vs-troyes/1ji8ohb3ss0w80t42q4dm40lw
Ligue 1,France,Clermont,2,Lorient,0,2023-05-27,https://www.goal.com/en/match/clermont-vs-lorient/1jly12tbq6op92nwvuc79oetw
Ligue 1,France,Lens,3,Ajaccio,0,2023-05-27,https://www.goal.com/en/match/lens-vs-ajaccio/1k4uyo46k6e9qecoqpsco9tlg
Ligue 1,France,Lille,2,Nantes,1,2023-05-27,https://www.goal.com/en/match/lille-vs-nantes/1jpvgxpuqn35yteuze9xyo55g
Ligue 1,France,Lyon,3,Reims,0,2023-05-27,https://www.goal.com/en/match/olympique-lyonnais-vs-reims/1jxh7un9kalsjs2z8aj19m68k
